p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
1.97828839399731e-12	1.25537747118281	0.141	0.016	2.30668426740086e-08	neutrophil	AC012291.2
2.44566962252154e-11	1.25227080603991	0.109	0.011	2.85165077986012e-07	neutrophil	AL139424.3
3.49961753546039e-06	1.2476060805956	0.109	0.021	0.0408055404634682	neutrophil	ATP2C2-AS1
2.14881371545092e-06	1.19411746481691	0.125	0.026	0.0250551679221578	neutrophil	LINC01572
3.94401796671977e-27	1.17744213704925	0.125	0.004	4.59872494919525e-23	neutrophil	AC007336.1
2.20658826016233e-13	1.17516891823425	0.141	0.015	2.57288191134928e-09	neutrophil	AP001372.3
6.66114399993828e-07	1.153550050796	0.125	0.023	0.00776689390392803	neutrophil	AC009005.1
3.14319272616614e-09	1.14253150410492	0.172	0.031	3.66496271870972e-05	neutrophil	SCARNA9
5.66892220912525e-06	1.0695221414894	0.109	0.021	0.0660996329584004	neutrophil	ZSWIM8-AS1
2.19984430096166e-11	1.06678757784883	0.422	0.123	2.5650184549213e-07	neutrophil	AC138035.1
3.6405564967829e-30	1.03280556685069	0.172	0.008	4.24488887524886e-26	neutrophil	AC145207.8
1.35704522958598e-24	1.02589101320535	0.156	0.009	1.58231473769726e-20	neutrophil	AC021028.1
2.89279744883606e-06	1.00242424314117	0.188	0.051	0.0337300182534284	neutrophil	LINC00324
1.48682666047351e-141	6.70819583163832	0.397	0.006	1.73363988611212e-137	monocyte/macrophage	SMIM25
3.94184662834492e-110	5.71044792220156	0.256	0.001	4.59619316865018e-106	monocyte/macrophage	AC005050.3
1.1926340430383e-34	5.54725307123116	0.132	0.005	1.39061129418266e-30	monocyte/macrophage	LINC01503
9.35891905752215e-43	5.15163553137898	0.14	0.004	1.09124996210708e-38	monocyte/macrophage	AC005280.2
3.40764749701824e-26	3.7937829190719	0.19	0.021	3.97331698152327e-22	monocyte/macrophage	AC012368.1
3.13363945480711e-84	3.46265863100178	0.207	0.001	3.65382360430509e-80	monocyte/macrophage	VCAN-AS1
1.47085748225641e-30	3.4336056617398	0.157	0.011	1.71501982431097e-26	monocyte/macrophage	ZEB2-AS1
2.49039086612135e-37	3.27594923419109	0.198	0.014	2.90379574989749e-33	monocyte/macrophage	AC109597.1
7.27414978113606e-92	3.21182246243866	0.231	0.002	8.48165864480465e-88	monocyte/macrophage	AC026333.3
1.30120129986796e-24	2.84696701779929	0.446	0.124	1.51720071564604e-20	monocyte/macrophage	LINC01001
2.093886971388e-21	2.82661863913015	0.157	0.018	2.44147220863841e-17	monocyte/macrophage	AP000763.4
6.44501357854665e-15	2.69075709471545	0.215	0.048	7.51488583258539e-11	monocyte/macrophage	AC240565.1
1.80620604998589e-17	2.64654121315373	0.165	0.025	2.10603625428355e-13	monocyte/macrophage	ADAMTSL4-AS1
2.11111303867069e-22	2.59715586644882	0.19	0.025	2.46155780309002e-18	monocyte/macrophage	LINC01410
1.6983106452782e-13	2.54752064175217	0.149	0.026	1.98023021239438e-09	monocyte/macrophage	GSN-AS1
4.55444942737502e-23	2.3027842702574	0.107	0.006	5.31048803231927e-19	monocyte/macrophage	AC104695.4
1.9584937220436e-16	2.27410586634411	0.298	0.078	2.28360367990284e-12	monocyte/macrophage	ARAP1-AS1
2.04133507182216e-08	2.25849926518143	0.182	0.055	0.000238019669374463	monocyte/macrophage	FAM13A-AS1
1.93098595824594e-20	2.25657144850629	0.107	0.008	2.25152962731477e-16	monocyte/macrophage	LINC01504
3.14710559839056e-13	2.18290827209007	0.132	0.021	3.66952512772339e-09	monocyte/macrophage	AP000757.1
3.28694664448982e-24	2.14419650850197	0.107	0.006	3.83257978747513e-20	monocyte/macrophage	LINC01136
4.62812908769872e-19	2.0977681375922	0.174	0.024	5.39639851625671e-15	monocyte/macrophage	BX284668.5
1.66486484533519e-07	2.01421707842512	0.124	0.032	0.00194123240966084	monocyte/macrophage	AC007283.1
3.45768984380355e-08	1.9109364979856	0.132	0.033	0.000403166635787494	monocyte/macrophage	AL035106.1
7.12058638390908e-23	1.88980913942982	0.124	0.009	8.30260372363798e-19	monocyte/macrophage	AC008750.1
6.43754873352233e-14	1.76157335668559	0.116	0.015	7.50618182328704e-10	monocyte/macrophage	Z93241.1
1.06352831658332e-07	1.63746709146151	0.174	0.055	0.00124007401713615	monocyte/macrophage	ST20-AS1
9.90292359094818e-08	1.63287669390075	0.165	0.05	0.00115468089070456	monocyte/macrophage	CFLAR-AS1
3.6033591702221e-20	1.57824708941313	0.124	0.011	4.20151679247896e-16	monocyte/macrophage	AC008750.2
1.09421637707253e-07	1.56043291433175	0.264	0.106	0.00127585629566657	monocyte/macrophage	AL513314.2
1.4904862262625e-08	1.51442240462145	0.231	0.081	0.000173790693982208	monocyte/macrophage	AC010542.2
2.21793604732824e-17	1.43148610246926	0.355	0.107	2.58611343118473e-13	monocyte/macrophage	AL008726.1
5.90218816328862e-11	1.2663841733807	0.57	0.289	6.88195139839453e-07	monocyte/macrophage	PCBP1-AS1
3.63162518840395e-11	1.25139910690552	0.149	0.031	4.234474969679e-07	monocyte/macrophage	FAM198B-AS1
2.32631467929618e-09	1.14446660963747	0.537	0.286	2.71248291605935e-05	monocyte/macrophage	AC008894.2
1.07012910486451e-14	1.14234486871691	0.579	0.259	1.24777053627202e-10	monocyte/macrophage	AC114271.1
1.97503256064809e-06	1.12407879269243	0.165	0.057	0.0230288796571568	monocyte/macrophage	ADPGK-AS1
1.49660026354415e-12	1.08600591474261	0.488	0.213	1.74503590729247e-08	monocyte/macrophage	AC018362.1
9.98407757322105e-15	1.02464355621567	0.116	0.014	1.16414344503757e-10	monocyte/macrophage	ARAP1-AS2
7.70090917697837e-267	7.07345970385462	0.62	0.004	8.97926010035678e-263	erythroid	AC100835.2
1.07491361611766e-118	5.49576030669237	0.282	0.002	1.2533492763932e-114	erythroid	LINC00570
1.26822799039349e-26	5.16484999711731	0.194	0.033	1.4787538367988e-22	erythroid	AC092490.1
9.6584534899774e-123	5.02045722378074	0.329	0.006	1.12617567693136e-118	erythroid	AC016629.2
1.93118556824418e-85	4.99716373140938	0.264	0.009	2.25176237257272e-81	erythroid	AC130456.3
1.39681030301514e-77	4.57542817123232	0.185	0.001	1.62868081331565e-73	erythroid	AC104561.3
1.03315109318417e-141	4.2731244631838	0.329	0.001	1.20465417465274e-137	erythroid	AC093890.2
4.35832684528981e-165	4.13241136523594	0.389	0.002	5.08180910160792e-161	erythroid	AC024267.1
1.49405443449897e-89	3.89723653081727	0.218	0.002	1.7420674706258e-85	erythroid	AC073349.1
1.0867804189181e-138	3.72827984359866	0.389	0.009	1.26718596845851e-134	erythroid	AC080038.1
1.14341122324153e-49	3.5654084080249	0.153	0.005	1.33321748629962e-45	erythroid	AC103876.1
7.54869364394632e-102	3.41464794426281	0.255	0.003	8.80177678884141e-98	erythroid	AC113133.1
3.43872101973782e-119	3.41059665328816	0.611	0.072	4.00954870901429e-115	erythroid	ABALON
7.2987759322591e-142	3.06308309878664	0.481	0.023	8.51037273701411e-138	erythroid	AC097478.1
1.11327641907697e-22	3.0095009430238	0.102	0.009	1.29808030464375e-18	erythroid	AC124947.1
2.26925308895964e-49	3.0009002205986	0.116	0.001	2.64594910172694e-45	erythroid	MGAT3-AS1
5.41633116294509e-52	2.97242845650928	0.255	0.025	6.31544213599398e-48	erythroid	AC010615.2
1.2742014667197e-40	2.95453665219971	0.213	0.023	1.48571891019517e-36	erythroid	ZNF451-AS1
2.72909702258775e-84	2.86724619115945	0.417	0.042	3.18212712833731e-80	erythroid	AC006547.1
5.22882156909063e-162	2.84563095074765	0.449	0.01	6.09680594955967e-158	erythroid	AC107223.1
2.13816942749492e-88	2.84293572908469	0.292	0.012	2.49310555245907e-84	erythroid	AC006547.3
2.11892286707873e-40	2.74133513821672	0.12	0.004	2.4706640630138e-36	erythroid	AC123912.4
2.32284556517146e-45	2.71049435298843	0.139	0.005	2.70843792898992e-41	erythroid	UCA1
3.4465663891775e-56	2.65748683178662	0.185	0.008	4.01869640978097e-52	erythroid	AC008040.1
2.07962355242875e-51	2.40659386146535	0.898	0.529	2.42484106213192e-47	erythroid	AC093484.3
6.99077466740403e-47	2.36798477377833	0.19	0.013	8.1512432621931e-43	erythroid	LINC01133
7.4026072647178e-31	2.3330448809452	0.125	0.009	8.63144007066096e-27	erythroid	AL009031.1
1.44352101621757e-41	2.2969258953084	0.116	0.003	1.68314550490968e-37	erythroid	AC092802.3
2.72022750653928e-50	2.26909315113411	0.162	0.006	3.1717852726248e-46	erythroid	AL512353.1
2.6291321157866e-43	2.24661958576651	0.116	0.002	3.06556804700718e-39	erythroid	AC023421.2
4.47927964128165e-26	2.10075227968281	0.139	0.015	5.22284006173441e-22	erythroid	AC092802.1
2.21137692809527e-15	2.07488971335063	0.12	0.021	2.57846549815908e-11	erythroid	AP000787.1
6.02731012988792e-13	1.82833008039966	0.56	0.444	7.02784361144932e-09	erythroid	AC011603.2
1.27117134443016e-21	1.78910215333927	0.116	0.013	1.48218578760556e-17	erythroid	AC211486.5
3.52354943499052e-47	1.6622697821922	0.125	0.002	4.10845864119895e-43	erythroid	AC004832.1
3.93994442623227e-06	1.63039046419226	0.102	0.037	0.0459397520098683	erythroid	AL451070.1
6.39363758922084e-40	1.57637868720116	0.148	0.008	7.4549814290315e-36	erythroid	AC073957.2
3.30008659045772e-19	1.55347485720217	0.134	0.021	3.8479009644737e-15	erythroid	AC008622.2
1.44365586922049e-36	1.53951801287599	0.38	0.085	1.6833027435111e-32	erythroid	SNHG10
2.26617902759604e-28	1.42836669213665	0.333	0.085	2.64236474617698e-24	erythroid	LINC01128
2.06813339290567e-44	1.42525026173543	0.273	0.036	2.41144353612801e-40	erythroid	AC002558.2
4.63978146858716e-16	1.38070686093981	0.162	0.036	5.40998519237263e-12	erythroid	AL031666.3
9.1424429381338e-15	1.365316405001	0.19	0.052	1.0660088465864e-10	erythroid	AL139011.1
6.76542660563666e-24	1.35141164724767	0.125	0.013	7.88848742217234e-20	erythroid	BOLA3-AS1
7.85516268681196e-21	1.30111168190532	0.111	0.012	9.15911969282274e-17	erythroid	ERVMER61-1
8.5991018765382e-21	1.26313137747458	0.13	0.017	1.00265527880435e-16	erythroid	AC002558.3
2.76817102950309e-15	1.25030144087195	0.13	0.025	3.2276874204006e-11	erythroid	SLC5A4-AS1
4.75390033567871e-06	1.2432072057612	0.102	0.036	0.0554304779140137	erythroid	AC006547.2
4.170703673156e-27	1.2376182138952	0.204	0.033	4.86304048289989e-23	erythroid	PRC1-AS1
9.17524835219063e-13	1.22850526201266	0.102	0.018	1.06983395786543e-08	erythroid	AL021707.6
5.30736711594412e-10	1.19326255814412	0.227	0.091	6.18839005719084e-06	erythroid	LINC00863
5.5640117038143e-31	1.17521897486218	0.116	0.007	6.48763764664747e-27	erythroid	AL355075.3
1.88900042858302e-35	1.17430975441203	0.352	0.078	2.2025744997278e-31	erythroid	AC023593.1
1.35156722476403e-12	1.12259486615701	0.227	0.078	1.57592738407486e-08	erythroid	AC129492.1
3.30981534888335e-13	1.08693765341018	0.282	0.108	3.85924469679798e-09	erythroid	AC125611.3
2.15521616177282e-20	1.06160567171434	0.106	0.011	2.51298204462711e-16	erythroid	AC090607.4
3.55576605956544e-13	1.05413100453346	0.13	0.029	4.1460232254533e-09	erythroid	SGO1-AS1
1.84866499708809e-12	1.04227754481607	0.231	0.082	2.15554338660472e-08	erythroid	AL157392.3
