logFC	AveExpr	t	P.Value	adj.P.Val	B	Genes	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	Cluster	Alpha
1.22126824125125	-0.202446411071484	8.91270133856418	1.63735581562327e-17	3.7059297323485e-17	28.373523358922	MEI1	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.22102350754633	1.40797394158669	7.57716974861193	2.3619290905811e-13	4.63388203553636e-13	18.7386736517084	PIP5K1B	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.22071371705126	-1.33778604130898	10.5661376581657	3.01121116004939e-23	8.29844821532938e-23	41.5483201986156	AL132656.2	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.22056236549557	-1.15441465956459	12.1678731688052	2.63947247974203e-29	8.83660479921302e-29	55.3900007565245	AC025682.1	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.22052012295013	0.790796729452242	13.1445815487208	3.43164356815303e-33	1.30403699840565e-32	64.1350477933549	PXMP2	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.2201502964879	0.844569777865992	11.2266658358597	1.08078190227299e-25	3.22986447869179e-25	46.957798923646	PROCA1	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.2198346264401	-2.59973345959414	8.27290796779235	1.8385603165122e-15	3.87122680004142e-15	23.8810431099568	AC019254.1	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.21967297126711	0.882094907890254	12.9670933723298	1.78244040788417e-32	6.62794631712968e-32	62.4831830770006	C17orf67	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.21905605730484	-0.246062323991575	8.48524583437593	3.93909007885119e-16	8.49457480893002e-16	25.2468926921763	HDAC10	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.21895265081547	0.462146411682284	12.3095984918223	7.34112712286101e-30	2.50573791926868e-29	56.5320677176242	AL021707.2	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.21892357527556	4.3361446786638	14.1568770465783	2.42728136501842e-37	1.04838748592934e-36	73.3260117115074	FUT8	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.21891209790254	-0.556851628533941	10.3762916738856	1.4668265437721e-22	3.94991664748291e-22	39.9266479134402	GTF2IP23	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.21864668953901	4.43170268605792	19.6741233856131	3.31941281984225e-61	3.31324819603397e-60	128.166257738868	SMC6	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.21852195922725	-0.537074505679053	7.55839301496305	2.68129624484544e-13	5.25111189275954e-13	18.8079259728974	AC103740.1	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.21834903846239	1.87118667068807	14.6237340151684	2.72671626298484e-39	1.25339253483389e-38	78.0159566195159	GPR135	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.21807858788191	-2.33535093400858	9.53737699281259	1.30994031735006e-19	3.17686671201836e-19	33.3066019773608	AC007938.3	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.21800276430149	4.77721799425792	10.8787445389904	2.14539543895011e-24	6.15348026762907e-24	43.6122528559037	CHD7	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.21791887687052	0.434355926183664	9.40292319474294	3.76823389494377e-19	8.99407318058714e-19	32.0431749355667	DLEC1	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.21790198778371	0.0284069104849804	14.1409896175243	2.82551878230197e-37	1.21863578592246e-36	73.5674355159813	SEC14L1P1	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.2174651634648	-2.78498020429932	9.34280706465329	6.02554535071613e-19	1.42794184393851e-18	31.8143242554233	AC009630.1	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.21724184340238	-2.20318304671581	9.72817272166783	2.87878808561443e-20	7.1368748743423e-20	34.8000208273123	FUT8.AS1	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.21705661574688	0.204986687503558	10.3243723624083	2.25531253160427e-22	6.03441485511323e-22	39.4220781300779	CASP4LP	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.21680051279257	-0.161351133010009	10.9922438586433	8.13799640003321e-25	2.36228420635779e-24	45.0475448671033	OPN3	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.21660262225504	2.67920967269229	15.6131067289485	1.7518095177878e-43	9.24696028767316e-43	87.5816582447648	AC093752.1	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.21647321140633	0.613706842100123	11.5544341035554	6.19435539027132e-27	1.92697956864763e-26	49.8273447352159	AC098484.4	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.21638377296371	4.47131293042038	14.3775420072338	2.92555187614201e-38	1.29948067123994e-37	75.4235675960363	ACSL4	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.2163460169791	0.496404485197257	11.447559208476	1.58076480893336e-26	4.85201510617251e-26	48.8730259085346	LINC02762	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.21626920184241	0.680649457268376	9.04388778389339	6.04390992913675e-18	1.38925755044013e-17	29.2800109114141	AL008721.2	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.21574694174421	4.99102913459986	12.8680677393389	4.45140368865356e-32	1.63522384714103e-31	61.1954387287949	MAGI3	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.21573601502556	2.03553613646246	6.82120976792935	3.24039921416101e-11	5.87713142926616e-11	13.8348098026184	TENM2	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.21569314613893	2.34101395338128	11.7978218643105	7.21942754262476e-28	2.31988993899981e-27	51.7771837457191	WAS	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.21551405827998	-0.633261736703701	15.5600850143816	2.95123195838163e-43	1.54613279379249e-42	87.3298553271704	AL031775.2	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.21534859444757	3.3615629468939	9.86376853271838	9.69964169287546e-21	2.44338648629206e-20	35.3787445017291	CYP3A5	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.21496431850384	1.20834186690612	9.05290386250129	5.64184166060213e-18	1.29811902357718e-17	29.3007219358211	AGAP9	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.21486316585782	-0.755910022604811	6.92150061127203	1.72464948365121e-11	3.15999806178435e-11	14.7156096049728	LINC00506	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.21421752489625	3.77959849248427	19.1470472120529	7.00703471172045e-59	6.31989907884563e-58	122.878315905543	PLEKHA8	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.21417784427439	-1.85367781567646	3.99756011183531	7.58617195819718e-05	0.000105314093923949	0.00933716175152188	FEZF1.AS1	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.21413426872929	4.42306852098217	15.9025608356426	1.00835482295264e-44	5.52578442978047e-44	90.266426750164	ENTPD1	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.21413275495261	3.36135619660169	14.5297571034263	6.75580645101945e-39	3.0631291157218e-38	76.9937323787537	FBXL18	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.21380055269044	0.963169743900014	11.4998089182571	1.00043518289312e-26	3.09020363522291e-26	49.3117163687982	GBAP1	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.21370595086648	-1.60922079216902	12.9621444965724	1.86598910688853e-32	6.9312418340405e-32	62.62742246429	AC007663.4	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.21353864977779	5.57734435068136	15.7738334482235	3.59490090650989e-44	1.92915304406948e-43	88.92214766655	BTAF1	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.21345818192756	-1.9769437941247	11.6211836267847	3.44295703628497e-27	1.08035662331691e-26	50.5967902008706	CYP51A1.AS1	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.21288468138864	-2.04825507885831	6.97561479008779	1.22366497032002e-11	2.25527490045528e-11	15.1826649771993	TMEM52B	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.21264885138088	5.55663638743213	14.0774362405617	5.18532395091291e-37	2.22087403627065e-36	72.4834811754063	KDM6A	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.21240316964823	0.871371131514675	10.1843727207377	7.15001968889316e-22	1.87691374701177e-21	38.2257155147764	AC007566.1	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.21200729068563	5.42468896665766	21.1976108991988	6.29692333425156e-68	8.3962983466442e-67	143.564619655666	ZKSCAN8	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.21190994552053	1.82461337925789	13.5765619268011	6.00134669625963e-35	2.40938954415434e-34	68.0597090957533	PRR5L	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.21190480391846	-2.83764516636598	8.51882108702267	3.07997216861831e-16	6.66865991389407e-16	25.6559383200012	UVRAG.DT	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.21183703062901	6.07284745437084	11.2421309206386	9.45275253667277e-26	2.83177284437899e-25	46.6434544823336	ANKRD50	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.21180798951234	4.27595820596081	12.7252147748844	1.6583051759581e-31	5.9806838942288e-31	59.9511425017836	TMEM65	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.21108695691759	-1.60234677664151	7.11610718578707	4.9736076255529e-12	9.30321162227507e-12	16.0463919775284	CPT1B	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.2108525495717	1.94984145692086	14.4970710351991	9.25852310738048e-39	4.18249790633195e-38	76.7983070588244	POGLUT2	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.21045590701366	-0.876840076196719	10.9843198162846	8.70932909919757e-25	2.52568133990427e-24	45.0347346903048	AL512770.1	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.21038733038988	-2.51073548258377	5.91966360570668	6.81061060658878e-09	1.12851548557081e-08	9.02235110225313	ATP13A4	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.2099107072074	-2.12092396774089	7.5894563153054	2.17356736184097e-13	4.26872908006639e-13	19.1458439881812	BX284668.5	4.62812908769872e-19	2.0977681375922	0.174	0.024	5.39639851625671e-15	monocyte/macrophage	monocyte/macrophage	1
1.20965464906278	4.3709698997456	10.6957246316343	1.01249136692599e-23	2.83576049467339e-23	42.1020369926739	SAMD4A	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.20943374667876	4.96211139489512	10.1928654979119	6.66839598217424e-22	1.75290002736837e-21	37.8965164514504	LAPTM5	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.20878902105867	-2.47289077813468	9.89175803878005	7.74006337365481e-21	1.95705028196838e-20	36.1164938048783	RPS20P33	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.20876268868909	-2.61872682153829	7.89521025585012	2.66384985358301e-14	5.39539634563276e-14	21.2484903877879	RPL5P24	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.20841605473073	2.33022536809426	13.6694981586477	2.49691614469831e-35	1.01272947579376e-34	68.8863607847163	TNFAIP8L1	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.20807630089527	5.2030580211633	12.3904009475446	3.52870256309838e-30	1.21813462491939e-29	56.8335034497472	HLTF	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.20804328215391	2.37740116472052	10.4752535421881	6.43878859306993e-23	1.75436692706797e-22	40.4442335406064	TRPC1	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.20803843985986	0.52347671780333	7.08361640922182	6.13212783951533e-12	1.14284281714307e-11	15.6346247540425	CD3G	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.20803105189187	2.57966324489499	9.30872147915489	7.85630584102535e-19	1.85613195146227e-18	31.1143107680878	AC015813.1	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.20799155762956	0.42394279225848	12.6643293874223	2.89923823785065e-31	1.03704663316702e-30	59.7557270059225	MFSD14A	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.20774337343657	4.42760430152096	10.577811326996	2.73042956234918e-23	7.5325788439591e-23	41.1099010327256	RASSF2	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.2075716951899	-2.17111534211322	7.37809191239962	8.95691367183783e-13	1.72070266222521e-12	17.76535545209	AL592424.1	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.20756112951572	1.9878281293645	9.98826145885734	3.54448142722242e-21	9.07042793261008e-21	36.4952727274265	ATP1B2	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.20741389920534	-2.05521984991353	4.50624959625094	8.61301294384604e-06	1.24878857519511e-05	2.09424104168472	FAM81B	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.20731842315023	4.31656972104223	19.2907758324815	1.6290204157383e-59	1.49894191985472e-58	124.282325166199	STK17A	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.20730017243999	3.56859795705241	20.7014876010873	9.71003498251456e-66	1.18332583295632e-64	138.663418799805	INPP5B	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.20699217924188	-0.733965760451994	9.94388899345678	5.07874452515791e-21	1.29162295549424e-20	36.4190359711805	AC004832.5	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.20689909800258	-1.41661742666235	7.79786659992113	5.23052185904809e-14	1.04885648797003e-13	20.4954734774836	CDK15	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.20689420042058	3.16378679656187	19.279958225251	1.81811863141522e-59	1.6700080908455e-58	124.277296259532	ZNF543	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.20689038034903	0.543516391919525	12.2370360066025	1.41471783500511e-29	4.77672366938501e-29	55.8734822452872	PIWIL4	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.20598001987453	-0.574941765529707	6.29282061104438	7.9960565018353e-10	1.37280154259128e-09	10.9939221516214	AC110285.6	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.2055684056006	-2.3263470522616	7.73187417983275	8.23626006562751e-14	1.64013155268495e-13	20.1222947363546	FKBP2	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.20554128843524	6.00956244113357	19.1535406698319	6.56015049705219e-59	5.92193430528471e-58	122.79522645058	ROCK2	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.20544037583129	1.34799801396488	7.48808690728535	4.30223191520264e-13	8.36695891395087e-13	18.1868497517013	EFNA3	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.2051554935642	1.0419732341137	7.22474023120234	2.45680504540986e-12	4.64859095114967e-12	16.4944504980207	ATP6V1C2	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.20462409823804	0.10177801090142	10.2772959122133	3.32771070785214e-22	8.83945560097435e-22	39.0456739763367	DPEP2	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.20455276119941	3.55833259573029	20.125022788892	3.39802628326289e-63	3.72521071775488e-62	132.818450928017	ZNF417	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.2042832557034	0.0845868944751348	11.233232215282	1.02103429598847e-25	3.05435990840791e-25	47.0814357453834	C15orf62	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.20424091651128	-1.23009480146971	5.45537829764049	8.4567587266391e-08	1.33853446854249e-07	6.50391574552625	ULBP1	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.20416619709576	6.66115779982508	16.7364977263327	2.53425564262874e-48	1.55323194517956e-47	98.443105644779	NSD1	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.20387525101261	5.36359418457885	20.382580671358	2.48025883403704e-64	2.86281417512393e-63	135.294124674996	TUT4	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.20372168613869	-1.65237989985384	7.06634116990014	6.85231097003008e-12	1.27445687881811e-11	15.7263241218772	PRRT4	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.20327954596851	4.6242376012322	15.2151223982799	8.68720553669594e-42	4.30682391803888e-41	83.5076866690749	LPIN1	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.20320276892356	-2.53906654449772	6.51516771080529	2.12583715176221e-10	3.72946706880547e-10	12.417920705322	AC026191.1	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.202877763013	3.93107145626654	22.6197028518279	3.50455174847942e-74	6.05596943115227e-73	158.061693298377	DCLRE1C	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.20267236483504	3.568819453342	11.7692045227416	9.30576430218611e-28	2.97798664943699e-27	51.4251872835972	CLCN5	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.20252305034971	0.575051508401808	11.1758925895835	1.67670435398151e-25	4.98304267174342e-25	46.5478222381819	AL035413.1	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.20233196145176	3.35477247870276	3.23304331673221	0.00132355513070809	0.00171953880592366	-3.16496886438458	GRIN3A	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.2023170210606	3.93142288249455	17.9503693682111	1.2814175093531e-53	9.61682506750816e-53	110.763890659387	SCAI	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.20221251875596	-0.785293472175187	8.31941816202325	1.31496457672657e-15	2.78498256974494e-15	24.0946413980458	RGS9BP	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.20190206507822	-2.0336836247191	9.54823211962872	1.20234052942252e-19	2.92030820825325e-19	33.3764336452279	AC068790.9	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.20185755029383	-0.82598366809019	5.48270253724491	7.32500524516107e-08	1.1623850022244e-07	6.60730157735045	AL354993.2	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.20180977507259	5.06249027062742	10.0864890981893	1.59333823497081e-21	4.1328997331052e-21	37.0236398672644	CASP2	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.20092932094917	-1.49996669762063	8.62710044848102	1.38685117577048e-16	3.03981883251333e-16	26.370088724955	AC073534.1	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.20001493595552	6.15015573232944	20.3786623873852	2.58101009765812e-64	2.97746574887242e-63	135.228246628653	MON2	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.19998454877529	0.135287191323928	3.37832618733355	0.000798856034802504	0.00105062249626649	-2.36822793600875	AL445644.1	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.19982214851978	5.33636602256804	14.6442310902006	2.2366272405269e-39	1.03082549667292e-38	77.9210979927032	HIVEP2	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.19979941629139	1.76237291047368	8.57816836574808	1.99061223976255e-16	4.33553856584194e-16	25.6966762175692	MMP19	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.19969930010968	1.91810746390567	8.84177362589097	2.79535483808689e-17	6.27204375520652e-17	27.649347391705	H2BC19P	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.19936629981089	0.393831442692267	5.63735385021573	3.21317346440943e-08	5.16339535322647e-08	7.28723810441346	PCDHGA3	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.19903497583041	2.96863427710389	10.4547345179037	7.64014875870506e-23	2.07468788873192e-22	40.217960652524	SELPLG	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.19802245708296	4.82724295955003	19.4241103188573	4.2067936424454e-60	3.98817736496147e-59	125.599510513114	PUS7L	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.19785073052122	-2.46065081829642	9.26437150902425	1.10851142641573e-18	2.60400179413876e-18	31.2021953105664	AL031432.3	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.19768946159817	2.53682869608296	12.0562195310072	7.19902899425224e-29	2.38386803710144e-28	54.0510666700946	RNASE6	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.19764716988189	6.06558303766886	28.1468565960914	6.39506795699492e-98	3.21455682126068e-96	212.597827062038	CDK13	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.19762689661981	12.7418562928314	10.661055922685	1.3562484541562e-23	3.78489200473548e-23	41.8630341358634	MT.CO3	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.19690464179055	0.0301899315207396	10.2469212468554	4.27477584909894e-22	1.13121545982784e-21	38.8120941557478	USP6	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.19669529045377	5.07711909547312	22.0301139540442	1.36026151325204e-71	2.10268743209999e-70	152.021564056196	EMSY	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.19665564661478	-2.02958616169607	9.12817418849681	3.17014572102578e-18	7.35304021892457e-18	30.1366664852689	DSG2.AS1	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.19485978727986	6.30001563850368	14.9508411415205	1.14330560294266e-40	5.48018036663184e-40	80.8552382988209	NSD3	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.19456203948109	4.15234220708389	10.9140677772123	1.58758512152745e-24	4.56918463989247e-24	43.9647640203318	HIVEP3	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.19453984138432	5.41804513774353	19.8293255935433	6.85843282023839e-62	7.0678274505908e-61	129.673281396327	FNIP1	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.19446895831441	-0.198108405253156	6.71275949422948	6.35863086113012e-11	1.13907581813647e-10	13.4235949862993	RUNDC3A	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.19444468210341	6.04476568811698	19.4556459365375	3.05395662774818e-60	2.92301300795569e-59	125.859628301462	RC3H2	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.19419084136085	0.597925931286492	5.54768983754769	5.1927603148514e-08	8.27407441730142e-08	6.80267250248875	LAMA1	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.19393533994392	1.0641147524738	9.91992973413056	6.16493193995931e-21	1.56255306400831e-20	36.0419441736752	PIPOX	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.19386189085179	-0.07368430746342	10.257657974052	3.91279979251638e-22	1.03647411160035e-21	38.9121748616386	SEMA3F.AS1	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.19361829724315	1.92408687953756	10.4531507051389	7.74164516154582e-23	2.10170475626424e-22	40.2899335221075	STOX2	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.19321527772585	3.60388843502264	8.75786291955079	5.24414621578462e-17	1.16591587642195e-16	26.8360380461843	LSP1	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.19309818614027	-0.680257527488772	8.71314766753177	7.32111453375131e-17	1.62080567957289e-16	26.9348519037484	OBSCN.AS1	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.19250026163285	5.05211433406918	7.20439172006513	2.80547926422163e-12	5.29685199579801e-12	15.9711184071937	ENPP2	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.192394319918	-1.40720265126671	12.0106212330968	1.08317155035646e-28	3.56314483161046e-28	54.0013798769283	AC007318.1	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.19224612238184	2.64813872042808	8.31840396240789	1.32462876021489e-15	2.80516704817784e-15	23.7345477489054	GLIS3	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.19207557922122	-0.606566480189042	12.2291292736868	1.51938756085614e-29	5.12518227600668e-29	55.903620500431	OGFOD2	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.19199648777816	1.53541828912065	9.88254571139901	8.33722896173801e-21	2.10499465510709e-20	35.7096309662877	PCED1B	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.19189474875028	-1.12728780931499	8.57638253821327	2.01698957512985e-16	4.39207547104682e-16	25.9757925808835	AC137630.5	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.19176902499198	1.3986805860877	9.30356053144328	8.17788874685528e-19	1.93080340192423e-18	31.1791095154706	IPCEF1	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.19152645061159	4.94831575123715	22.7530265411797	9.12395399351886e-75	1.61936663554741e-73	159.333140229082	RBM28	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.19151282674825	0.467221317110124	6.34182916437463	5.98954440056819e-10	1.03424367888879e-09	11.1376510610399	IL1B	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.19149799537599	5.8996780821405	19.5062600987584	1.8264653760215e-60	1.7683390645167e-59	126.375631120746	NUP153	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.19103803520009	1.20516153043639	7.40672906106124	7.40589869646346e-13	1.42823666001077e-12	17.6661798555627	IRF9	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.19074511500139	6.3956098145853	17.3489748054133	5.47620178678383e-51	3.72563017373502e-50	104.570412054313	HERC1	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.19045078858259	-1.27066480991035	10.8361830508102	3.08156844192047e-24	8.79411247257931e-24	43.8047541559011	AC034102.1	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.1903172314205	2.14460501852811	13.6783229491403	2.29716015375326e-35	9.32601420603735e-35	68.9728351976387	KLF8	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.1903079239642	1.65137782684496	13.7007447587955	1.85842376885241e-35	7.57278783415927e-35	69.2541384460567	C8orf44	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.1900421377142	0.172606166379961	6.57634400883188	1.46732906657817e-10	2.58807510640736e-10	12.5862378724254	AC084125.2	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.1893794783962	-0.421004455977755	8.70222799130566	7.94123993766368e-17	1.75494286065755e-16	26.8331299279037	LMCD1.AS1	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.18936965839259	-1.30096980119006	10.8439628890834	2.88436456847014e-24	8.24031153328371e-24	43.8734745550734	AC138207.5	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.18919477468629	-1.97757731462373	10.7398849045681	6.97205950762173e-24	1.96373742729453e-23	43.0384245828992	RSL24D1P6	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.18886073086076	-1.88519288554676	9.80695782312843	1.53171855936225e-20	3.84093225538847e-20	35.4016293090714	AC018647.1	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.1883699603901	5.88044174022883	18.7742957111933	3.07266570638417e-57	2.61070716949812e-56	118.955607007157	MED1	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.18827351150814	3.38766518569626	19.279372144133	1.82896864956374e-59	1.67923836458632e-58	124.250438890753	ERCC8	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.1880429920688	1.61152407111067	8.859691508908	2.44269484001299e-17	5.49429408107225e-17	27.7920037652351	PTPN7	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.18757464151102	3.02020781718188	13.439709577093	2.17418727224781e-34	8.57443827160608e-34	66.6784771250978	SLF1	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.18755047852861	4.00482980492514	7.63720752495321	1.57215656446845e-13	3.10184240849238e-13	18.910898052595	HERC2P2	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.18695801900255	-0.130793295760264	9.72636714651822	2.92061420463437e-20	7.23799885828104e-20	34.6417746251839	RASAL2.AS1	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.18682582283479	-2.06189820276443	9.7405689983968	2.60724256936918e-20	6.47209989300657e-20	34.8879912304749	AC103974.1	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.18678015128606	3.45475716304308	8.43808546911651	5.55898739254293e-16	1.192650304351e-15	24.5126360310077	RAC2	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.18614895337978	5.42627686361778	16.423258700203	5.75942841687566e-47	3.38920210685376e-46	95.3554416625797	ATR	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.18571078045921	3.57068089197152	6.99446297458462	1.08529339786161e-11	2.00377300383838e-11	14.7855171744227	STC2	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.18552949023365	6.75543270653967	12.2063702701114	1.86571618406297e-29	6.275236992e-29	55.1254691614684	AAK1	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.18547690843873	4.54339418672265	12.9920773632436	1.41427590232875e-32	5.27954357768707e-32	62.3708173940429	SIRPA	NA	NA	NA	NA	NA	NA	Unknown	0.1
