p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
8.28632780921385e-28	1.14720757396305	0.406	0.196	1.53388214076357e-23	tumor	SMDT1
1.96559865502921e-67	1.14571252476851	0.651	0.306	3.63851967032457e-63	tumor	UQCRHL
2.23867122368801e-15	1.14312387850031	0.36	0.213	4.14400430216887e-11	tumor	CHCHD7
4.16077999392613e-08	1.14254729602283	0.217	0.13	0.000770201984675666	tumor	FTSJ1
6.64753191210783e-13	1.14233326717348	0.211	0.101	1.23052463225028e-08	tumor	MRM2
3.96206554765216e-13	1.14097418643912	0.211	0.1	7.33417953525892e-09	tumor	SURF2
7.58189160579282e-17	1.1407992796513	0.307	0.162	1.40348395514831e-12	tumor	CUEDC2
1.65969160625423e-13	1.13792833151204	0.237	0.118	3.07225513233721e-09	tumor	MRPL45
6.9160448246871e-23	1.13767643508199	0.423	0.232	1.28022905749783e-18	tumor	DCAF6
1.7073460036736e-12	1.13754925696001	0.283	0.163	3.16046818740021e-08	tumor	SUCLG2
1.66856490563308e-14	1.1368352068618	0.201	0.087	3.0886804968174e-10	tumor	ACOT2
1.8244784767673e-34	1.13675878122849	0.701	0.488	3.37729210834395e-30	tumor	UQCR11
5.23430283077543e-19	1.13605193373026	0.328	0.166	9.6892179700484e-15	tumor	CFAP298
1.0188306676565e-19	1.13584471486841	0.123	0.025	1.88595744889895e-15	tumor	ZBTB10
2.82356027293041e-27	1.13496686011624	0.178	0.038	5.22669242122149e-23	tumor	TDRKH
9.13677077263805e-11	1.13491345735591	0.28	0.172	1.69130763772303e-06	tumor	EBP
1.39138040369496e-36	1.13486624743817	0.434	0.193	2.57558426527974e-32	tumor	GNG10
1.94518740254566e-06	1.13360647648415	0.203	0.13	0.0360073640085227	tumor	GCDH
2.33933141746616e-07	1.12884101525147	0.132	0.066	0.00433033638687161	tumor	OCEL1
2.84447926380896e-12	1.12824705345599	0.179	0.079	5.26541556523676e-08	tumor	YKT6
1.65002256031193e-18	1.12708515586986	0.471	0.314	3.05435676139341e-14	tumor	STAU1
9.98606657328139e-12	1.12586099574864	0.12	0.042	1.84852078338012e-07	tumor	SLC25A22
4.63876170681334e-09	1.12225518241701	0.224	0.13	8.58681179548217e-05	tumor	KIAA1143
2.52729834749756e-30	1.11884161849271	0.461	0.239	4.67828197105273e-26	tumor	LSM3
1.11534827816805e-10	1.11866972149056	0.227	0.124	2.06462119771688e-06	tumor	AK6
8.52481684914399e-17	1.11464357814198	0.142	0.042	1.57802884694504e-12	tumor	NCKIPSD
1.94748190735844e-12	1.11243611533288	0.118	0.04	3.6049837587112e-08	tumor	RAB40C
3.17917994602522e-10	1.11119659117178	0.222	0.122	5.88497999808729e-06	tumor	TBL3
2.41289277625297e-07	1.11006528346157	0.167	0.094	0.00446650581812187	tumor	PLBD2
3.53201282190307e-06	1.108049670668	0.11	0.056	0.0653810893462477	tumor	KLC4
2.23826431140539e-25	1.10712083861882	0.525	0.331	4.14325106684253e-21	tumor	COPA
3.38619619723306e-14	1.10619616955752	0.103	0.026	6.26818778069812e-10	tumor	VPS37C
5.15320749748123e-50	1.10597298668237	0.792	0.511	9.5391023985875e-46	tumor	EIF3H
2.65376811200229e-85	1.10459655373628	0.963	0.858	4.91239015212745e-81	tumor	RPL8
2.62866462679601e-07	1.10333709350137	0.112	0.053	0.00486592109066209	tumor	GALNT7
1.34723605360734e-14	1.10195128404168	0.269	0.141	2.49386865883254e-10	tumor	ABCF3
8.25765349329863e-31	1.09758544113363	0.52	0.295	1.52857423814451e-26	tumor	PDCD6
7.01671078083847e-29	1.09695121077947	0.536	0.313	1.29886333264101e-24	tumor	LAMTOR5
3.81015084494292e-17	1.0937552434179	0.289	0.143	7.05297022907384e-13	tumor	COPS9
3.51549457279019e-06	1.09205074755088	0.156	0.088	0.0650753200369192	tumor	SRR
2.85621184880828e-07	1.0902416673215	0.133	0.068	0.00528713375332901	tumor	QTRT2
1.67969418324551e-38	1.08916669613868	0.58	0.315	3.10928190260576e-34	tumor	PDXDC1
5.56691963779017e-21	1.08614755201347	0.505	0.324	1.03049249415134e-16	tumor	DAP3
3.94529866459839e-25	1.0844864145297	0.409	0.205	7.30314235803808e-21	tumor	DNAJC19
6.72747499942171e-24	1.08103534579045	0.297	0.121	1.24532289714295e-19	tumor	GTF2H2C
2.25198798681613e-17	1.08063622590129	0.173	0.059	4.16865496239534e-13	tumor	SERINC4
1.11462776624868e-06	1.08008048298055	0.224	0.146	0.0206328745810294	tumor	ZNF544
1.00510352214757e-13	1.07916597957519	0.3	0.171	1.86054712984737e-09	tumor	RABGGTB
1.3748281294021e-10	1.07617658000985	0.234	0.132	2.54494435033624e-06	tumor	ACOT8
7.17475422460063e-13	1.07497167341397	0.184	0.081	1.32811875451582e-08	tumor	SLC2A4RG
5.82551675886759e-21	1.07288830668329	0.434	0.247	1.07836140723398e-16	tumor	TOMM5
6.99602488571576e-42	1.07266380060475	0.853	0.695	1.29503416659485e-37	tumor	RPL35
4.53298503365422e-21	1.07019420434424	0.31	0.144	8.39100859579733e-17	tumor	ERG28
1.65540884809741e-12	1.06581886785982	0.433	0.303	3.06432731871312e-08	tumor	VPS35
3.45061526666457e-16	1.06467080011828	0.175	0.062	6.38743392012278e-12	tumor	ALDOC
1.66382170997872e-28	1.06406988526327	0.645	0.444	3.07990036734161e-24	tumor	TRMT112
1.28990214189227e-09	1.06146227250698	0.142	0.064	2.38773785485678e-05	tumor	UBE2E1
8.93096822119424e-14	1.05763949368842	0.469	0.327	1.65321152742527e-09	tumor	PSMD11
2.51422925189508e-25	1.05758049924405	0.432	0.23	4.65408976818299e-21	tumor	FKBP3
1.10227709670274e-17	1.05731416281193	0.428	0.261	2.04042513370645e-13	tumor	BUD23
9.52564184620504e-16	1.0565396974313	0.379	0.226	1.76329156215101e-11	tumor	CBWD2
1.45979298909425e-18	1.05565548228021	0.475	0.305	2.70222280211237e-14	tumor	UBAP2L
2.20334281341384e-12	1.05073449115377	0.376	0.244	4.07860788191035e-08	tumor	EXOC7
8.98231177688378e-82	1.04976755679142	0.95	0.837	1.66271573301896e-77	tumor	RACK1
3.24007517151403e-06	1.04855370760291	0.147	0.086	0.0599770314998963	tumor	GEMIN6
1.14374193438081e-23	1.04740479578796	0.506	0.302	2.11718069473231e-19	tumor	GGT1
9.97356844991411e-12	1.04491055250116	0.291	0.173	1.8462072557636e-07	tumor	PYM1
9.15335753690383e-07	1.04374280254252	0.184	0.111	0.0169437801365627	tumor	PMS2
1.85347236849068e-15	1.04248397182684	0.243	0.115	3.43096270131311e-11	tumor	MARCH5
7.50023017924942e-30	1.04139346321659	0.602	0.385	1.38836760848086e-25	tumor	CCT7
1.92837730293689e-20	1.04076633667016	0.577	0.418	3.56961922546647e-16	tumor	VPS28
1.85878270036987e-16	1.04031340892534	0.512	0.365	3.44079265665467e-12	tumor	VPS29
1.28539013134324e-14	1.03997398205536	0.367	0.223	2.37938567212947e-10	tumor	AIMP1
1.16373745760408e-11	1.03894040225924	0.201	0.097	2.15419440777092e-07	tumor	LIN7C
2.62032394969389e-109	1.03825537126688	0.524	0.085	4.85048166327836e-105	tumor	HIST1H4I
2.32559765225125e-10	1.03649788741211	0.236	0.132	4.30491381408229e-06	tumor	CXorf40B
4.39548624436242e-08	1.03602669842342	0.191	0.112	0.000813648458693927	tumor	SREBF2
2.92799202758626e-44	1.03533111170947	0.766	0.524	5.42000604226493e-40	tumor	EIF3E
1.80310272792739e-18	1.03530919735447	0.359	0.193	3.33772345966639e-14	tumor	MRPS14
8.94795802373246e-18	1.03459812059397	0.396	0.232	1.65635650977311e-13	tumor	GATD3B
5.70041290064437e-09	1.03424303553908	0.156	0.078	0.000105520343203828	tumor	ZNF587B
4.04087963360039e-25	1.03305537178213	0.511	0.298	7.48007228975769e-21	tumor	BUD31
1.02126419854316e-09	1.03273277540685	0.228	0.133	1.89046215792324e-05	tumor	MPI
8.73436134970266e-10	1.03253131824399	0.158	0.075	1.61681762944346e-05	tumor	ZBTB7B
1.70256835096219e-06	1.03145673270424	0.181	0.109	0.031516242744661	tumor	PBDC1
9.46640400245768e-10	1.02930587849502	0.153	0.071	1.75232604489494e-05	tumor	ZNF350
2.47629922120265e-34	1.02884001160126	0.749	0.561	4.58387748836822e-30	tumor	EDF1
3.51013501832407e-09	1.02833955281982	0.124	0.053	6.49761093241969e-05	tumor	YBEY
9.42591241826682e-15	1.02814685566863	0.285	0.151	1.74483064774537e-10	tumor	GNPAT
5.41479178238448e-17	1.02467258182101	0.403	0.247	1.00233210683719e-12	tumor	DCTN3
1.29168416173815e-55	1.02152122710152	0.866	0.606	2.39103655179348e-51	tumor	ATP5MC2
5.06820298782252e-18	1.02097749856844	0.452	0.283	9.38175055075826e-14	tumor	KIF5B
8.74341519193425e-13	1.02044367834422	0.289	0.169	1.61849358617895e-08	tumor	MPLKIP
4.64502572396477e-14	1.01743351023866	0.385	0.247	8.59840711763119e-10	tumor	ELP2
5.97625948866759e-21	1.01546853873644	0.587	0.407	1.10626539394726e-16	tumor	NEDD8
7.83018767166575e-12	1.01345029271589	0.469	0.338	1.44944603990205e-07	tumor	DHRS7
1.02011407138934e-06	1.0112991388001	0.178	0.107	0.0188833315754881	tumor	ENTPD6
3.90709198114717e-15	1.00021266553694	0.224	0.103	7.23241796630152e-11	tumor	CAMKK2
3.14465905454368e-161	9.96041863091132	0.44	0.009	5.82107837586581e-157	B lineage	JCHAIN
0	8.9594695236678	0.903	0.004	0	B lineage	CD79A
2.65088781005899e-202	8.48905453323563	0.451	0.001	4.90705842520019e-198	B lineage	FCRLA
4.30779880128117e-302	8.43193865076002	0.703	0.005	7.97416636105158e-298	B lineage	CD19
8.9392041666065e-155	8.20895645737077	0.36	0.002	1.65473608328053e-150	B lineage	FCER2
1.98959608598838e-165	8.13820451256999	0.394	0.003	3.68294131477309e-161	B lineage	VPREB3
8.51800239461784e-57	7.87070236462228	0.137	0.001	1.57676742326771e-52	B lineage	VPREB1
1.55361901646257e-223	7.48066357742506	0.577	0.009	2.87590416137386e-219	B lineage	CD22
1.4187271947977e-230	7.38283351104432	0.554	0.005	2.62620591029002e-226	B lineage	FCRL1
1.1229960550242e-212	6.93609702828071	0.554	0.009	2.07877799745529e-208	B lineage	PAX5
1.05036389787301e-250	6.78346269077283	0.846	0.041	1.94432861135272e-246	B lineage	CD79B
2.04895872829286e-160	6.74505073283827	0.56	0.027	3.79282750194292e-156	B lineage	MZB1
1.06227950184826e-141	6.60461193585884	0.32	0.001	1.96638558587132e-137	B lineage	TNFRSF17
9.55452986591955e-156	6.51705799394959	0.554	0.029	1.76863902348037e-151	B lineage	MS4A1
2.02514287564694e-126	6.41199528997636	0.343	0.006	3.74874197711005e-122	B lineage	HLA-DOB
1.31769109586476e-105	6.26842827001965	0.406	0.023	2.43917798755525e-101	B lineage	CD72
1.04616142905658e-76	6.19595276946303	0.349	0.028	1.93654942132663e-72	B lineage	DERL3
1.59536889702473e-115	5.90767101632063	0.274	0.002	2.95318736528248e-111	B lineage	PNOC
3.56317607571675e-128	5.86993955912148	0.337	0.005	6.59579523375928e-124	B lineage	CLEC17A
6.45816647814174e-168	5.84390420826729	0.577	0.026	1.19547119676882e-163	B lineage	TNFRSF13C
5.35150109182607e-127	5.79501317977669	0.434	0.019	9.90616367107924e-123	B lineage	RUBCNL
6.12670895481882e-120	5.49715224618342	0.354	0.009	1.13411509462651e-115	B lineage	STAP1
5.76542676426742e-150	5.4187836966445	0.56	0.03	1.06723814833354e-145	B lineage	MEF2C
2.23814748881731e-140	5.30706183053114	0.406	0.01	4.14303481654973e-136	B lineage	FCRL5
1.56382907372578e-98	5.0623422589926	0.28	0.006	2.89480399837379e-94	B lineage	TLR10
3.98958743855623e-165	5.01499791215914	0.571	0.026	7.38512530751143e-161	B lineage	POU2AF1
1.21304570544023e-97	4.9869446070148	0.223	0.001	2.24546890534041e-93	B lineage	FCRL2
2.41584824234205e-78	4.92317461627809	0.291	0.015	4.47197668139937e-74	B lineage	HLA-DOA
3.21219151068926e-78	4.74897364517098	0.229	0.006	5.94608770543688e-74	B lineage	CR2
1.45540983680424e-62	4.62109406652761	0.354	0.038	2.69410914890833e-58	B lineage	AFF3
7.80981023400008e-120	4.59244701559618	0.354	0.009	1.44567397241575e-115	B lineage	CPNE5
3.02591040887299e-84	4.58781328360723	0.451	0.047	5.60126275786479e-80	B lineage	HVCN1
9.33141143752745e-45	4.5246853887418	0.171	0.009	1.72733757120071e-40	B lineage	DTX1
1.16753933968422e-107	4.52303130270547	0.446	0.028	2.16123207168946e-103	B lineage	ADAM28
1.33235744736834e-92	4.52176362196023	0.349	0.018	2.46632687082353e-88	B lineage	FCGR2B
1.10304618550152e-109	4.40606884256166	0.343	0.011	2.04184879398186e-105	B lineage	BLK
4.80035694725384e-43	4.35804099119822	0.137	0.005	8.88594074506159e-39	B lineage	TNFRSF13B
2.03727232498209e-44	4.30790194856942	0.28	0.035	3.77119480077435e-40	B lineage	PCDH9
6.1000361219528e-18	4.3033083882309	0.246	0.069	1.12917768653468e-13	B lineage	NEIL1
7.82676896593549e-81	4.19778125321001	0.343	0.023	1.44881320328432e-76	B lineage	CNR2
2.23627034826592e-32	4.18243153483494	0.131	0.008	4.13956004167504e-28	B lineage	BMP3
2.9944309612508e-22	4.16110797839015	0.223	0.047	5.54299115237135e-18	B lineage	SCIMP
7.01187318299357e-115	4.12267419537122	0.531	0.043	1.29796784490394e-110	B lineage	GNG7
1.85076554984208e-20	4.02759511445728	0.126	0.015	3.42595210931267e-16	B lineage	TREML2
1.47955835686884e-19	4.00348799187313	0.149	0.023	2.73881047439991e-15	B lineage	WASF1
3.52329788197148e-13	3.94270717525189	0.143	0.032	6.52197670931741e-09	B lineage	ELL3
6.28635653937372e-83	3.87509514253913	0.44	0.043	1.16366745900347e-78	B lineage	BANK1
1.19548607563646e-65	3.84389965017721	0.343	0.032	2.21296427461065e-61	B lineage	P2RX5
1.70060917793249e-47	3.83970846810525	0.257	0.026	3.14799764927084e-43	B lineage	CXCR5
1.00031387982257e-18	3.81895018339525	0.183	0.037	1.85168102293956e-14	B lineage	ARHGAP24
1.74701356270135e-77	3.79666721236477	0.303	0.017	3.23389680591646e-73	B lineage	SLC17A9
2.14863478419783e-53	3.76295275351676	0.383	0.055	3.9773378490286e-49	B lineage	BTK
9.324028637835e-17	3.72569807990829	0.217	0.055	1.72597094114964e-12	B lineage	BCL7A
9.2021963254676e-15	3.70993095525274	0.183	0.045	1.70341856180731e-10	B lineage	TMEM106A
2.33607697243837e-69	3.64399510796497	0.331	0.027	4.32431208368066e-65	B lineage	BACH2
4.05724542397922e-35	3.58361182661239	0.177	0.016	7.51036700432794e-31	B lineage	AIM2
9.96733455184842e-34	3.55740309251408	0.246	0.036	1.84505329889266e-29	B lineage	MARCH1
2.23220519127169e-13	3.44443867154948	0.103	0.016	4.13203502956302e-09	B lineage	CRIP3
2.56600533507022e-45	3.36769426329874	0.303	0.04	4.74993247574849e-41	B lineage	RALGPS2
6.3301217362351e-30	3.28668700522306	0.189	0.023	1.17176883459448e-25	B lineage	TTC21A
6.72830230544173e-30	3.15362759858558	0.183	0.021	1.24547603976032e-25	B lineage	OSBPL10
4.1271805324526e-64	3.0910960223812	0.463	0.068	7.639823883623e-60	B lineage	CD38
1.15430528145351e-53	3.07452821184297	0.389	0.057	2.13673450649859e-49	B lineage	EAF2
4.86962863835212e-19	3.07408265158581	0.206	0.045	9.0141695724536e-15	B lineage	CD83
6.8076335502639e-15	3.02571123927718	0.143	0.028	1.26016104648935e-10	B lineage	CCDC191
1.88468018515841e-21	3.02154977702555	0.206	0.04	3.48873149074674e-17	B lineage	E2F5
1.22820147942918e-33	3.01286438304698	0.377	0.087	2.27352375857135e-29	B lineage	QRSL1
2.41387995712796e-11	2.96936672091974	0.109	0.022	4.46833318863957e-07	B lineage	CHI3L2
1.50169730564952e-29	2.96101740905231	0.189	0.023	2.77979188248783e-25	B lineage	ZNF296
1.78156392154735e-10	2.94669384833726	0.16	0.047	3.2978529751763e-06	B lineage	TLE4
3.12106126384652e-42	2.9239361762924	0.503	0.124	5.77739650550629e-38	B lineage	PLEKHA2
8.30892059721065e-43	2.88446015013841	0.12	0.003	1.53806429174966e-38	B lineage	TAS1R3
9.35013233795997e-12	2.87777154524677	0.12	0.025	1.73080299707977e-07	B lineage	GCSAM
1.62101811368383e-19	2.87151795226497	0.246	0.061	3.00066663024013e-15	B lineage	TBC1D1
1.62295179452223e-08	2.86416788793483	0.131	0.039	0.00030042460668401	B lineage	RHOBTB2
5.32563576327951e-14	2.83186015568199	0.331	0.133	9.8582843614067e-10	B lineage	SSBP2
5.14292800269393e-38	2.8308579674371	0.366	0.071	9.52007402578673e-34	B lineage	RAB30
1.21791953082993e-18	2.81441506798055	0.114	0.014	2.25449084351928e-14	B lineage	C12orf42
1.55559505069878e-18	2.79983221235845	0.217	0.05	2.87956199834852e-14	B lineage	GRK3
6.35011674843031e-62	2.75431645740429	0.566	0.105	1.17547011130194e-57	B lineage	SYK
3.48479641890693e-32	2.7462805267567	0.434	0.119	6.45070665103862e-28	B lineage	LAT2
1.92717719310289e-24	2.72785885304632	0.251	0.053	3.56739770215275e-20	B lineage	TXNDC5
3.99863227423654e-17	2.71847722663661	0.286	0.09	7.40186820283927e-13	B lineage	IL4R
1.27443743964154e-12	2.60604464798743	0.154	0.037	2.35911114452046e-08	B lineage	CDK14
6.2883938707603e-53	2.5999484544152	0.84	0.37	1.16404458941644e-48	B lineage	CD37
6.8777931518605e-30	2.59345371006287	0.371	0.097	1.2731482903409e-25	B lineage	LRRK1
3.10993676378305e-36	2.59026552067719	0.371	0.078	5.7568039434388e-32	B lineage	LRMP
1.6906122628707e-08	2.54428753946783	0.103	0.026	0.000312949235979996	B lineage	BAHCC1
1.74131804533552e-28	2.53807869454557	0.394	0.106	3.22335383372059e-24	B lineage	SNX29
2.47648915146433e-29	2.53771334840522	0.229	0.035	4.58422906827563e-25	B lineage	BTLA
5.35649967262168e-69	2.52411015966694	0.463	0.061	9.91541654398999e-65	B lineage	PLCG2
2.25225004535699e-14	2.51023467964146	0.211	0.059	4.16914005896032e-10	B lineage	SH3TC1
1.49774530826189e-26	2.47649696137091	0.44	0.136	2.77247634012358e-22	B lineage	TCF3
7.6926214834729e-28	2.44044885918673	0.206	0.03	1.42398116280567e-23	B lineage	TMEM156
4.06489015457465e-17	2.40229598663488	0.354	0.128	7.52451816513314e-13	B lineage	DGKD
1.75774157935475e-24	2.40210061399155	0.349	0.093	3.25375543754358e-20	B lineage	LHPP
6.85452751672492e-07	2.38410721808348	0.114	0.037	0.0126884158862095	B lineage	AC119396.1
4.76948294941262e-70	2.37608775515699	0.206	0.005	8.82878988765769e-66	B lineage	ENAM
9.89025784271632e-13	2.36354728036582	0.171	0.045	1.83078562926522e-08	B lineage	CCDC112
4.23598415811834e-36	2.3554434354784	0.497	0.142	7.84123027509285e-32	B lineage	BIRC3
1.49673735483215e-32	2.31774625737201	0.526	0.161	2.77061051752979e-28	B lineage	STX7
7.13953349742905e-31	2.29281618078546	0.434	0.118	1.32159904570909e-26	B lineage	TMEM243
5.71710174956759e-22	2.26817405292543	0.371	0.116	1.05829270486246e-17	B lineage	PARP15
7.60557327199439e-30	2.26747212415087	0.703	0.366	1.40786766837888e-25	B lineage	SYVN1
8.98066999623119e-17	2.26039382176136	0.389	0.155	1.66241182300236e-12	B lineage	ITPR1
2.17740190396444e-24	2.25205245481917	0.28	0.063	4.03058866442857e-20	B lineage	DAPP1
1.03470471952533e-12	2.24259837832337	0.166	0.042	1.91534190631334e-08	B lineage	P2RX1
8.28754810099542e-11	2.24080333823874	0.149	0.04	1.53410802897526e-06	B lineage	CALHM6
5.65405863570361e-15	2.21831764051481	0.149	0.03	1.0466227940551e-10	B lineage	PKHD1L1
4.52484189728223e-22	2.21328226726372	0.457	0.166	8.37593483605914e-18	B lineage	ZCCHC7
4.76009662755565e-28	2.18272960597383	0.103	0.005	8.81141486726827e-24	B lineage	TLR9
2.94230797320767e-27	2.17037276143971	0.166	0.019	5.44650628920471e-23	B lineage	SPAG4
5.2389335440179e-28	2.14015405553383	0.543	0.211	9.69778988333153e-24	B lineage	FCMR
6.66438412874242e-39	2.13012605953503	0.417	0.088	1.23364414607151e-34	B lineage	POU2F2
9.87615351016839e-21	2.0957195070091	0.24	0.054	1.82817477626727e-16	B lineage	GRAP
2.33011377298631e-08	2.07553513884626	0.234	0.102	0.000431327360517496	B lineage	CDCA7L
6.83809736395986e-14	2.07553343593801	0.389	0.177	1.26580020304261e-09	B lineage	RIPOR1
2.02709952697404e-11	2.0675921413235	0.137	0.032	3.75236393438165e-07	B lineage	SIK1
1.00427575026666e-108	2.06064914978878	0.811	0.13	1.85901484131862e-104	B lineage	NCF1
3.41493319757298e-08	2.02015066586775	0.114	0.032	0.000632138284202735	B lineage	PITPNM2
8.37856399701871e-18	1.97481169908838	0.28	0.081	1.55095598148813e-13	B lineage	STRBP
2.19107591773926e-26	1.94332177949761	0.417	0.12	4.05590063132714e-22	B lineage	SP140
1.42242456213263e-06	1.92286494756309	0.16	0.063	0.0263305010696371	B lineage	AK9
3.19223141546322e-19	1.90921391024244	0.354	0.114	5.90913957316396e-15	B lineage	TIFA
3.52771367659319e-29	1.90447513186669	0.109	0.006	6.53015078674165e-25	B lineage	COL19A1
3.57935913810721e-11	1.89767999921835	0.109	0.022	6.62575170055025e-07	B lineage	TTC24
1.44304143412769e-11	1.88892797921436	0.291	0.114	2.67121399871376e-07	B lineage	TOR3A
1.27801696257167e-23	1.86080808555871	0.309	0.076	2.36573719941642e-19	B lineage	GAB1
9.8087207905414e-07	1.85469290793931	0.171	0.072	0.0181569230553712	B lineage	MGAT5
5.5079175281043e-08	1.84507640117722	0.126	0.038	0.00101957061362739	B lineage	TGIF2
9.42579306975708e-33	1.82986759559309	0.583	0.199	1.74480855514273e-28	B lineage	NCOA3
1.81378639989277e-25	1.81633974734761	0.577	0.221	3.3575000048415e-21	B lineage	RCSD1
2.42539735494386e-25	1.80212060043038	0.503	0.178	4.48965304373658e-21	B lineage	PLPP5
2.86540934502159e-08	1.78663265118254	0.126	0.037	0.000530415923856947	B lineage	EFCAB13
8.26442340349774e-21	1.77743980469587	0.274	0.069	1.52982741622147e-16	B lineage	NXPE3
1.39188927092461e-16	1.73766631408186	0.32	0.108	2.57652622940855e-12	B lineage	PXK
5.01614212896263e-06	1.73126584828071	0.234	0.121	0.0928538069492272	B lineage	MTSS1
1.24531373475219e-27	1.71083727231945	0.48	0.148	2.30520025439978e-23	B lineage	DRAM2
3.50198713062517e-32	1.70026845550344	0.623	0.225	6.48252837750026e-28	B lineage	ST6GAL1
7.92037941413611e-08	1.69539313400133	0.349	0.181	0.00146614143335073	B lineage	MYO18A
8.85981714044731e-26	1.69442660527606	0.429	0.134	1.6400407508682e-21	B lineage	ITM2C
9.61421599482384e-10	1.69177939006183	0.211	0.078	1.77968752280184e-05	B lineage	RNGTT
2.97757066032392e-22	1.67967409751081	0.423	0.144	5.5117810493256e-18	B lineage	ORAI2
2.53838408339371e-12	1.6729616703362	0.514	0.311	4.6988027767701e-08	B lineage	HERPUD1
8.39677555437951e-19	1.67132326242925	0.543	0.248	1.55432712287119e-14	B lineage	PARP14
1.40643653630235e-07	1.65704506566279	0.274	0.128	0.00260345467234928	B lineage	SPPL2B
2.20128842453714e-27	1.65143130972088	0.657	0.281	4.0748050026607e-23	B lineage	SP110
4.80815851337028e-28	1.63983971460065	0.771	0.431	8.90038222409972e-24	B lineage	LAPTM5
4.16690863151699e-21	1.63753626525856	0.36	0.109	7.7133645678011e-17	B lineage	FAM214A
3.1213700409875e-06	1.63677256813	0.131	0.048	0.0577796808287195	B lineage	C11orf80
8.24749861757116e-11	1.63384733547101	0.234	0.084	1.5266944690986e-06	B lineage	RHBDD1
1.96605776079939e-07	1.63276693826129	0.251	0.12	0.00363936952101575	B lineage	CEPT1
5.09969612277428e-20	1.58992406440538	0.48	0.183	9.44004749286747e-16	B lineage	ATP2A3
3.74568387768475e-24	1.58979308614137	0.64	0.275	6.93363542598224e-20	B lineage	SNX2
9.94404176503483e-10	1.58114880345314	0.28	0.119	1.8407415711256e-05	B lineage	ENTPD4
3.74876113576814e-08	1.58114733885984	0.274	0.126	0.00069393317384204	B lineage	APOBEC3F
1.0863602219952e-06	1.55600666048511	0.349	0.198	0.0201096140693531	B lineage	TMEM131L
1.62025220389062e-15	1.55567831226818	0.109	0.015	2.99924885462194e-11	B lineage	IFNLR1
2.82868332702468e-21	1.54892241897303	0.817	0.447	5.23617570665539e-17	B lineage	MDM4
1.00544271519181e-43	1.54220323043202	0.189	0.013	1.86117501009157e-39	B lineage	DENND5B
3.99263572619562e-28	1.53765118428635	0.589	0.212	7.39076799276071e-24	B lineage	ISG20
8.65350782331404e-10	1.5243855061379	0.166	0.051	1.60185083317366e-05	B lineage	DEXI
1.10273319502496e-12	1.51580728593114	0.594	0.341	2.0412694173107e-08	B lineage	ARID1B
1.94672609337997e-14	1.49372478850014	0.183	0.044	3.60358467145566e-10	B lineage	FAM3C
9.56042474682583e-08	1.48185938982098	0.366	0.195	0.00176973022488493	B lineage	DMTF1
9.24363958927175e-12	1.47362491200324	0.36	0.157	1.71109012437009e-07	B lineage	CHD9
4.4636060092843e-06	1.4639352460641	0.154	0.063	0.0826258108378617	B lineage	GPR18
2.1159966277778e-08	1.45044129299137	0.257	0.115	0.000391692135767948	B lineage	ARHGEF18
2.32782110791609e-11	1.44665835777575	0.263	0.099	4.30902965286347e-07	B lineage	PLEKHF2
9.63347084192028e-13	1.41524363731152	0.103	0.017	1.78325178754786e-08	B lineage	QPRT
3.71282303508477e-10	1.399723483802	0.103	0.022	6.87280672024542e-06	B lineage	TSHR
1.87198801498263e-11	1.39725867958134	0.269	0.1	3.46523701453434e-07	B lineage	SYNE3
2.22598404609306e-07	1.38858288432047	0.183	0.071	0.00412051906772286	B lineage	EFHC1
1.69500150776989e-24	1.38325607720368	0.44	0.137	3.13761729103284e-20	B lineage	P2RY8
1.83359472784141e-10	1.37767287845681	0.217	0.075	3.39416720070724e-06	B lineage	IL21R
5.73214165431043e-24	1.36872089732554	0.6	0.243	1.0610767416294e-19	B lineage	TRIM38
1.79142319704807e-09	1.34856658533618	0.383	0.209	3.31610348005568e-05	B lineage	TTN
2.24769872637297e-13	1.34227715047516	0.783	0.516	4.160715112389e-09	B lineage	NPIPB5
1.83372528220508e-09	1.33162017543266	0.389	0.192	3.39440886988983e-05	B lineage	RUBCN
4.98799563454444e-10	1.32745672497271	0.411	0.212	9.23327871910522e-06	B lineage	ADPGK
6.45535981197559e-16	1.32533008212816	0.589	0.306	1.1949516547948e-11	B lineage	PTPN6
3.45420911471746e-12	1.31850715472735	0.389	0.169	6.39408649225349e-08	B lineage	MYCBP2
1.16055012422886e-08	1.31425391504394	0.406	0.215	0.000214829433496005	B lineage	IQSEC1
9.78714602795052e-11	1.30737504731376	0.291	0.114	1.81169860123392e-06	B lineage	IQCB1
3.16605576775848e-10	1.29882015707621	0.189	0.061	5.86068583169772e-06	B lineage	ADGRG5
4.58132576341294e-22	1.27926464170818	0.749	0.387	8.4804921206537e-18	B lineage	RBM6
6.84927646131587e-08	1.2764912436106	0.171	0.062	0.00126786956575418	B lineage	RIC3
8.62213137022498e-08	1.27424244838644	0.474	0.285	0.00159604273794235	B lineage	SPDYE2
2.50217443593551e-13	1.26785713383238	0.269	0.091	4.63177509836022e-09	B lineage	FUT8
2.78971355527133e-12	1.25994904717985	0.291	0.11	5.16403876216276e-08	B lineage	SIPA1L3
1.70527425793542e-08	1.22806191318997	0.286	0.132	0.000315663317886426	B lineage	FLI1
