markers.gene	BCell	BCell@p_val_adj	DC	DC@p_val_adj	Endothelia	Endothelia@p_val_adj	Epithelia	Epithelia@p_val_adj	Fibroblast	Fibroblast@p_val_adj	Macrophage	Macrophage@p_val_adj	MastCell	MastCell@p_val_adj	Myofib	Myofib@p_val_adj	Neutrophil	Neutrophil@p_val_adj	pDC	pDC@p_val_adj	PlasmaCell	PlasmaCell@p_val_adj	TCell	TCell@p_val_adj
KIF2A	NA	NA	0.365749689879826	1.34159603915863e-41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JPT1	NA	NA	0.254132471979256	2.5305293335395e-41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TMEM176B	NA	NA	0.292597321812579	8.67884380530165e-41	NA	NA	NA	NA	0.482426503493757	1.19744044524284e-75	1.51478742310146	0	0.611568091032846	4.2801502904388e-132	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NFKBIA	NA	NA	0.477823810005329	2.13943170775097e-40	0.740231196287088	4.56477279212158e-129	NA	NA	NA	NA	1.4183706638583	0	1.51923831290618	0	NA	NA	1.00548430120719	1.50105557630501e-31	NA	NA	NA	NA	NA	NA
MYL12A	NA	NA	0.289854920125098	3.47164638676393e-40	0.593721201460208	1.46268043285424e-115	NA	NA	0.405025612488932	3.26853949372415e-28	NA	NA	NA	NA	NA	NA	0.638122988459957	4.20091797493486e-16	0.513719623779055	7.26896610038408e-13	NA	NA	NA	NA
ZFAND2A	NA	NA	0.357682459087019	3.66027220422605e-40	NA	NA	1.84831000646107	0	NA	NA	0.989118698853197	7.4622801229301e-233	0.366252750439124	1.88134505365059e-38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NUB1	NA	NA	0.52144794466706	6.36514545113919e-40	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SERF2	NA	NA	0.303464969039777	1.42183980738676e-39	0.256939798893964	1.58308671462485e-31	0.477494124868899	2.15125427229245e-59	0.756761840700321	1.59570325679941e-55	NA	NA	NA	NA	NA	NA	NA	NA	0.363796478231804	1.68422910631645e-06	NA	NA	NA	NA
ACSL3	NA	NA	0.267003920904477	2.64731943167713e-39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.318244164426849	0.296079250607486	NA	NA	NA	NA
RBM3	NA	NA	0.275684284573207	4.20200105676789e-39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.259491303863062	0.00149062177400476	NA	NA	NA	NA
TUBB	NA	NA	0.435586031544712	9.24912766557651e-39	NA	NA	NA	NA	0.475868392969233	6.36304883732176e-51	0.290532969443377	2.89544750823763e-90	0.39741011132552	1.16691893351504e-52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NRP2	NA	NA	0.346904446534054	1.89429160240917e-38	0.746187293191656	0	NA	NA	0.452353551095223	1.39770361170463e-162	0.645990673353413	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PPIA	NA	NA	0.294640130152603	2.58394861233896e-37	NA	NA	0.331879326043185	7.61602553866807e-36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SNHG5	NA	NA	0.299446330661483	1.47055510800645e-35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.368293509713999	9.85216446543035e-08	NA	NA	NA	NA
CAPZB	NA	NA	0.279015902464501	6.88594945915469e-35	NA	NA	NA	NA	NA	NA	0.268231522488518	1.07145900484057e-53	NA	NA	NA	NA	0.368740490109802	0.000115291118010768	NA	NA	NA	NA	NA	NA
ATP1A1	NA	NA	0.265366130727892	2.7574382253458e-33	0.607929819648223	1.92560091066746e-92	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNKD	NA	NA	0.279157466863079	5.9484249466552e-32	NA	NA	0.456998885918576	6.56642841160237e-149	0.389181336111601	3.25758239632764e-72	NA	NA	NA	NA	0.251178983118777	1.83752594941896e-35	NA	NA	NA	NA	NA	NA	NA	NA
ISG15	NA	NA	0.387568055131298	7.59594061856353e-32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.705075761613314	2.99734261797817e-83	NA	NA	NA	NA	NA	NA	NA	NA
ERICH1	NA	NA	0.322013650140754	7.69960524590587e-32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZEB2	NA	NA	0.269220186298737	3.91794818685728e-30	NA	NA	NA	NA	0.250203373414631	3.13576852484826e-54	0.569081443316691	0	0.683983256095754	2.47140916185654e-156	0.512975938829539	6.21190204517052e-110	0.322640369590829	1	NA	NA	NA	NA	NA	NA
AKAP13	NA	NA	0.316990264424654	1.43949384009119e-29	NA	NA	NA	NA	NA	NA	NA	NA	0.713246070424325	1.04098423686762e-110	NA	NA	NA	NA	0.896399734670923	2.28004235053444e-22	NA	NA	NA	NA
SYAP1	NA	NA	0.265573440436473	1.68018455161406e-29	NA	NA	NA	NA	NA	NA	NA	NA	0.678532962957868	3.46381727329622e-95	NA	NA	1.35581332600036	1.59896438214628e-78	0.321845244169789	0.00933183825341439	NA	NA	NA	NA
GBP1	NA	NA	0.302301032809696	1.8953525468079e-29	0.284262044055271	1.35933064865676e-67	NA	NA	NA	NA	0.629379594286944	2.55620011167136e-154	NA	NA	NA	NA	0.454430378315803	1	NA	NA	NA	NA	NA	NA
BAG3	NA	NA	0.378440243241944	2.33360411989818e-29	0.823018205870893	6.97024450552585e-243	1.5992639072415	0	0.711861542578769	1.41490737610825e-68	1.7899044143373	0	NA	NA	1.03128040633879	1.281164670505e-204	NA	NA	NA	NA	NA	NA	NA	NA
NFE2L1	NA	NA	0.280829801363116	2.57522632914988e-27	0.586072973062957	1.29993204565107e-236	NA	NA	0.761240403693142	1.4355603808815e-179	NA	NA	NA	NA	0.557567456876606	6.2160713612109e-105	NA	NA	NA	NA	NA	NA	NA	NA
GADD45A	NA	NA	0.392178878928048	7.44380981190245e-25	0.256504887334055	5.26286000501566e-83	NA	NA	0.566772319194433	1.41338212360711e-83	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZC3HAV1	NA	NA	0.26985560324978	9.05945660062365e-24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.40081641872783	3.69512458005446e-46	NA	NA	0.254457350423501	1.44329849226536e-25
ZFAND5	NA	NA	0.328085158101858	3.13938394494108e-23	0.292857443269773	2.96843087062057e-39	NA	NA	0.279801964304471	3.88917598556221e-15	0.80275324750533	3.66103960500602e-158	NA	NA	0.999338986655229	1.65211719321269e-132	NA	NA	NA	NA	NA	NA	NA	NA
HSPB1	NA	NA	0.506863713073292	8.04221339942194e-20	0.854376041079633	1.41772425571434e-209	1.92860851817556	0	0.668919470920718	4.06387722662533e-75	1.56755945069913	0	0.663558378216595	1.38275406592931e-88	1.40678925598172	4.93710728573863e-213	NA	NA	NA	NA	NA	NA	NA	NA
RAB9A	NA	NA	0.28258474522976	7.88446165758672e-19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HSPD1	NA	NA	0.30076963002971	1.33814355272079e-16	NA	NA	0.27937737376782	4.38420431945591e-63	NA	NA	0.696436020520653	6.84566417036666e-112	0.590623600853023	1.61537942381143e-56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
THBS1	NA	NA	0.505948949511389	5.89158933494057e-11	0.540095886270969	7.89670929682655e-194	NA	NA	1.46890596184676	0	0.925340048601403	7.69407418711234e-91	NA	NA	0.368979033194682	2.07166841838162e-75	NA	NA	NA	NA	NA	NA	NA	NA
SPARC	NA	NA	NA	NA	2.97973193658143	0	NA	NA	3.0768981757788	0	NA	NA	NA	NA	2.47034425880247	0	NA	NA	NA	NA	NA	NA	NA	NA
PLVAP	NA	NA	NA	NA	2.83848359310717	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SPARCL1	NA	NA	NA	NA	2.80885408104305	0	NA	NA	1.76565860855179	0	NA	NA	NA	NA	3.60045672991693	0	NA	NA	NA	NA	NA	NA	NA	NA
VWF	NA	NA	NA	NA	2.78910863677828	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AQP1	NA	NA	NA	NA	2.74855044293801	0	NA	NA	0.868562341809664	5.89643903670959e-266	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IGFBP3	NA	NA	NA	NA	2.73217984790628	0	NA	NA	0.731696150220894	6.02985415824427e-59	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IGFBP7	NA	NA	NA	NA	2.68136772783123	0	NA	NA	2.58467599116209	0	NA	NA	NA	NA	3.06869519845439	0	NA	NA	NA	NA	NA	NA	NA	NA
TM4SF1	NA	NA	NA	NA	2.67071080212407	0	0.272199030177327	1.3340868481257e-150	0.422642802377579	2.35250136932419e-170	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
COL4A1	NA	NA	NA	NA	2.62966536849283	0	NA	NA	1.38134006133895	0	NA	NA	NA	NA	2.20181285876393	0	NA	NA	NA	NA	NA	NA	NA	NA
EMP1	NA	NA	NA	NA	2.50389815447533	0	NA	NA	2.16258126802252	0	NA	NA	NA	NA	1.02173845191656	4.42099371188581e-249	NA	NA	NA	NA	NA	NA	NA	NA
IFI27	NA	NA	NA	NA	2.47486236748758	0	NA	NA	1.34341838475317	0	NA	NA	NA	NA	0.271748833696384	7.36219718441052e-61	NA	NA	NA	NA	NA	NA	NA	NA
PECAM1	NA	NA	NA	NA	2.41653105452933	0	NA	NA	NA	NA	0.595984847241446	0	NA	NA	NA	NA	0.588796869970629	8.89236814093169e-14	0.396060188957501	2.07230933666486e-19	0.295533159731347	1.34160292550705e-28	NA	NA
A2M	NA	NA	NA	NA	2.41647387693104	0	NA	NA	0.963246878506675	1.40636528457249e-201	1.41039363548803	0	NA	NA	2.18531946357013	0	NA	NA	NA	NA	NA	NA	NA	NA
EPAS1	NA	NA	NA	NA	2.36120446025485	0	NA	NA	NA	NA	NA	NA	0.707919757725532	3.51473637869902e-195	1.93288779964784	0	NA	NA	NA	NA	NA	NA	NA	NA
ENG	NA	NA	NA	NA	2.32631431372751	0	NA	NA	0.798735332669214	6.83669058151334e-251	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
COL4A2	NA	NA	NA	NA	2.28935927668553	0	NA	NA	1.3407552744121	0	NA	NA	NA	NA	2.24493865034939	0	NA	NA	NA	NA	NA	NA	NA	NA
GNG11	NA	NA	NA	NA	2.15137291307409	0	NA	NA	0.827576445317646	0	NA	NA	NA	NA	0.433117097020246	6.76347430509379e-146	NA	NA	NA	NA	NA	NA	NA	NA
STC1	NA	NA	NA	NA	2.11216862549432	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MGP	NA	NA	NA	NA	2.08809420129651	0	NA	NA	3.8546826432724	0	NA	NA	NA	NA	1.58038781047576	0	NA	NA	NA	NA	NA	NA	NA	NA
TSC22D1	NA	NA	NA	NA	2.08171941561678	0	1.16627637464682	0	1.07252683884702	2.44468205902565e-184	NA	NA	1.31421500013182	0	1.81895687961393	0	NA	NA	NA	NA	NA	NA	NA	NA
APP	NA	NA	NA	NA	2.07730891714809	0	NA	NA	1.33192805546883	1.17988980092546e-280	NA	NA	NA	NA	1.34553262120548	0	NA	NA	1.38337724752081	1.50717105154345e-113	NA	NA	NA	NA
WWTR1	NA	NA	NA	NA	2.07609112081045	0	NA	NA	0.743392937446423	1.12243333307547e-302	NA	NA	NA	NA	0.595224788896405	8.44479238473632e-238	NA	NA	NA	NA	NA	NA	NA	NA
CAVIN2	NA	NA	NA	NA	2.0191397376464	0	NA	NA	NA	NA	NA	NA	1.11580882239166	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ADAMTS1	NA	NA	NA	NA	2.01840047916188	0	0.505735949206595	1.65007978178798e-256	0.806916059689776	4.59239366808554e-149	NA	NA	NA	NA	2.95329180737375	0	NA	NA	NA	NA	NA	NA	NA	NA
SLC9A3R2	NA	NA	NA	NA	2.01485092225522	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TIMP3	NA	NA	NA	NA	2.00105084827936	0	NA	NA	1.98194432284026	0	NA	NA	1.02866956583081	0	2.36270488330093	0	NA	NA	NA	NA	NA	NA	NA	NA
SELE	NA	NA	NA	NA	1.94557174169185	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ADGRL4	NA	NA	NA	NA	1.90178622049294	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAV1	NA	NA	NA	NA	1.88821848206338	0	NA	NA	1.24729017185677	0	NA	NA	NA	NA	1.43252669619326	0	NA	NA	NA	NA	NA	NA	NA	NA
CAVIN1	NA	NA	NA	NA	1.88273186821414	0	NA	NA	1.89660594590224	0	NA	NA	0.884364031526415	3.41092200918852e-279	1.76507229309883	0	NA	NA	NA	NA	NA	NA	NA	NA
CRIP2	NA	NA	NA	NA	1.85773876454837	0	NA	NA	0.872118530703153	1.55247518365942e-220	NA	NA	NA	NA	1.45122314244494	0	NA	NA	NA	NA	NA	NA	NA	NA
GJA1	NA	NA	NA	NA	1.8520781634888	0	NA	NA	0.600015604048286	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
INSR	NA	NA	NA	NA	1.85000071326456	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.397320224432805	1.92504928828233e-08	0.508045015084759	1.59879526039148e-52	NA	NA
IGFBP4	NA	NA	NA	NA	1.84858634853882	0	NA	NA	2.32017349037436	0	NA	NA	NA	NA	1.98134356955634	0	NA	NA	NA	NA	NA	NA	NA	NA
EMCN	NA	NA	NA	NA	1.83285572894916	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SERPINE1	NA	NA	NA	NA	1.82364847862143	0	NA	NA	1.19002849122486	0	NA	NA	NA	NA	0.323491092906227	1.04184990718145e-32	NA	NA	NA	NA	NA	NA	NA	NA
ADGRF5	NA	NA	NA	NA	1.79328018488935	0	NA	NA	NA	NA	NA	NA	NA	NA	1.1698218194584	0	NA	NA	NA	NA	NA	NA	NA	NA
PODXL	NA	NA	NA	NA	1.78287953371781	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LAMB1	NA	NA	NA	NA	1.74841671364473	0	NA	NA	1.72459228830531	0	NA	NA	NA	NA	0.885877203868833	1.04002722218607e-279	NA	NA	NA	NA	NA	NA	NA	NA
PDK4	NA	NA	NA	NA	1.7461940226644	0	NA	NA	1.60260952405736	1.76022660145674e-192	1.20343180203257	0	NA	NA	2.07191994124608	0	NA	NA	NA	NA	NA	NA	NA	NA
PTPRB	NA	NA	NA	NA	1.73960202856345	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MTUS1	NA	NA	NA	NA	1.73385634276035	0	NA	NA	0.693162050073283	3.53115381076807e-262	NA	NA	NA	NA	0.997690788111574	0	NA	NA	NA	NA	NA	NA	NA	NA
NFIB	NA	NA	NA	NA	1.72511184791642	0	0.884871709425681	0	1.33737617906348	0	NA	NA	NA	NA	1.12342111157024	0	NA	NA	NA	NA	NA	NA	NA	NA
ESAM	NA	NA	NA	NA	1.70213694429007	0	NA	NA	NA	NA	NA	NA	NA	NA	0.774690848712158	0	NA	NA	NA	NA	NA	NA	NA	NA
HYAL2	NA	NA	NA	NA	1.70169164983119	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SPRY1	NA	NA	NA	NA	1.70152419985558	0	NA	NA	0.540340536677301	2.74901929216045e-120	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CD34	NA	NA	NA	NA	1.69400609447926	0	NA	NA	0.958593316047641	1.07823586047374e-282	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CLDN5	NA	NA	NA	NA	1.66625204130041	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RHOB	NA	NA	NA	NA	1.64077016980094	0	0.658817618637519	1.29726781009835e-121	1.06089985436581	4.13452420433565e-130	1.15407173191903	0	NA	NA	1.8703627578434	0	0.731826859931164	8.34251922085865e-10	NA	NA	NA	NA	NA	NA
EFNB2	NA	NA	NA	NA	1.62829513675368	0	0.422849986285071	6.64314872641513e-129	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
STOM	NA	NA	NA	NA	1.62375928172237	0	NA	NA	0.49676645324922	4.12993916633302e-91	0.326692895549845	1.02345965900495e-150	NA	NA	0.865968405630194	1.83278442000741e-197	NA	NA	NA	NA	NA	NA	NA	NA
MMP2	NA	NA	NA	NA	1.61225142843845	0	NA	NA	2.38122165138999	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RAMP2	NA	NA	NA	NA	1.61014510738598	0	NA	NA	0.374865561551976	3.57591095782388e-59	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VWA1	NA	NA	NA	NA	1.60076879382311	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MCAM	NA	NA	NA	NA	1.58094579449071	0	NA	NA	NA	NA	NA	NA	NA	NA	2.48461603604007	0	NA	NA	NA	NA	NA	NA	NA	NA
CD59	NA	NA	NA	NA	1.5760031191494	0	NA	NA	0.990870490669375	5.80666832160487e-139	0.517077454020352	6.89011966133447e-148	NA	NA	0.838114315909052	3.28094233702779e-155	NA	NA	NA	NA	NA	NA	NA	NA
COL15A1	NA	NA	NA	NA	1.56248767614243	0	NA	NA	0.786469777726259	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CTGF	NA	NA	NA	NA	1.55740472968499	0	NA	NA	2.61427809074246	0	NA	NA	NA	NA	0.271129998660379	5.65445172840233e-40	NA	NA	NA	NA	NA	NA	NA	NA
NEDD9	NA	NA	NA	NA	1.55120268584336	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.67682519033605	1.19892554193363e-13	NA	NA	NA	NA	NA	NA
PRSS23	NA	NA	NA	NA	1.55056423090853	0	0.515221069194472	1.92300192463524e-257	1.8669691863881	0	NA	NA	NA	NA	0.721088524693748	1.13813940789057e-205	NA	NA	NA	NA	NA	NA	NA	NA
CDH5	NA	NA	NA	NA	1.52678876262477	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACKR1	NA	NA	NA	NA	1.51634882442627	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLCO2A1	NA	NA	NA	NA	1.50347440818745	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RNASE1	NA	NA	NA	NA	1.47551190263666	0	NA	NA	NA	NA	2.35885263172136	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
THSD7A	NA	NA	NA	NA	1.47511283152191	0	0.566583391447624	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PALMD	NA	NA	NA	NA	1.46877962802849	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SPTBN1	NA	NA	NA	NA	1.46711388999266	0	NA	NA	1.28650581695041	5.34102253291757e-226	NA	NA	NA	NA	0.617622867359515	1.49500543146982e-105	NA	NA	NA	NA	NA	NA	NA	NA
POSTN	NA	NA	NA	NA	1.45916213119685	0	NA	NA	3.0525384665767	0	NA	NA	NA	NA	0.604164688981152	9.11407314251434e-198	NA	NA	NA	NA	NA	NA	NA	NA
FN1	NA	NA	NA	NA	1.45829119508641	0	NA	NA	3.67877072239312	0	NA	NA	NA	NA	1.86549495388234	0	NA	NA	NA	NA	NA	NA	NA	NA
EDNRB	NA	NA	NA	NA	1.45703225516493	0	NA	NA	NA	NA	NA	NA	NA	NA	1.33717242284975	0	NA	NA	NA	NA	NA	NA	NA	NA
TNFRSF10D	NA	NA	NA	NA	1.45298153179751	0	NA	NA	NA	NA	NA	NA	NA	NA	0.262119642879148	2.68079944602535e-61	NA	NA	NA	NA	NA	NA	NA	NA
ITGA6	NA	NA	NA	NA	1.44170880001057	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
UACA	NA	NA	NA	NA	1.42990570429048	0	NA	NA	1.60390260201336	0	NA	NA	NA	NA	1.33753204205656	0	NA	NA	NA	NA	NA	NA	NA	NA
CYR61	NA	NA	NA	NA	1.41873952766771	0	0.73786401211023	7.43939330062601e-278	2.49216541630666	0	NA	NA	NA	NA	0.773699518751998	4.67510670599702e-208	NA	NA	NA	NA	NA	NA	NA	NA
APOLD1	NA	NA	NA	NA	1.38729182620041	0	NA	NA	NA	NA	NA	NA	NA	NA	2.02421781276907	0	NA	NA	NA	NA	NA	NA	NA	NA
JAG1	NA	NA	NA	NA	1.38437500893294	0	NA	NA	0.361980017875038	3.30566257510528e-105	NA	NA	NA	NA	1.54002323249856	0	NA	NA	NA	NA	NA	NA	NA	NA
CYYR1	NA	NA	NA	NA	1.38321458160371	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NPDC1	NA	NA	NA	NA	1.37289661696465	0	0.953290454905757	0	0.34625211308787	4.21171482675145e-108	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SOCS3	NA	NA	NA	NA	1.37237954530089	0	NA	NA	0.96879948230318	1.20699413092164e-107	0.573036396875599	1.28997523619312e-218	NA	NA	0.62200918783065	3.86550129367011e-114	NA	NA	0.291548306197118	2.36103039636221e-06	NA	NA	NA	NA
CLIC4	NA	NA	NA	NA	1.36284897951161	0	0.316858616637279	1.4032795398254e-54	1.08872655165092	2.58684667573007e-246	0.334856621243969	3.57684533847899e-168	NA	NA	1.22559332453145	0	NA	NA	NA	NA	NA	NA	NA	NA
RDX	NA	NA	NA	NA	1.35835676609787	0	0.256475711050995	3.05453733699815e-56	0.389111856440952	7.49017433630203e-83	0.393686899640268	2.37185403217864e-170	0.28431389965497	1.88128030313311e-26	0.525080021353137	2.90457106063838e-92	NA	NA	NA	NA	NA	NA	NA	NA
LDB2	NA	NA	NA	NA	1.34980836352779	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CLEC14A	NA	NA	NA	NA	1.34954563782568	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NRP1	NA	NA	NA	NA	1.33312558436817	0	NA	NA	0.875725112486454	1.45114937758033e-234	0.415592348862024	5.06260563643094e-247	NA	NA	1.01074783646036	0	NA	NA	0.341812898369746	9.50659038017545e-12	NA	NA	NA	NA
CNN3	NA	NA	NA	NA	1.3204380303338	0	NA	NA	1.12675179528227	0	NA	NA	NA	NA	0.95607967042219	0	NA	NA	NA	NA	NA	NA	NA	NA
HTRA1	NA	NA	NA	NA	1.31794743910849	0	NA	NA	1.41374018072606	0	0.414521942834559	1.24593425557038e-144	NA	NA	0.539340860884846	1.18981916908672e-165	NA	NA	NA	NA	NA	NA	NA	NA
CD9	NA	NA	NA	NA	1.31511391103307	0	1.13134541937779	0	1.44272988015579	7.39330173753829e-293	0.6306449068562	2.76184820614488e-290	1.82701511171293	0	0.965900656558997	3.73639204115059e-260	NA	NA	NA	NA	NA	NA	NA	NA
RAB13	NA	NA	NA	NA	1.31403827032976	0	0.462279895879245	7.04197215239304e-149	0.857460132439554	4.12112395696693e-278	0.337524599587839	5.31420833129633e-214	0.267412994899722	2.46953122056365e-16	1.10442257566259	0	NA	NA	NA	NA	NA	NA	NA	NA
ADAMTS4	NA	NA	NA	NA	1.29389048369493	0	NA	NA	0.382662966440574	2.90180781239749e-100	NA	NA	NA	NA	2.71707993364592	0	NA	NA	NA	NA	NA	NA	NA	NA
LMCD1	NA	NA	NA	NA	1.2921894790685	0	NA	NA	0.631999190264602	2.10377399804106e-285	NA	NA	NA	NA	0.42348519154147	3.68550055104493e-91	NA	NA	NA	NA	NA	NA	NA	NA
PCAT19	NA	NA	NA	NA	1.29020268945928	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EFNA1	NA	NA	NA	NA	1.2870996071013	0	0.952922033188752	0	NA	NA	NA	NA	NA	NA	0.258761144189826	1.17716345493709e-56	NA	NA	NA	NA	NA	NA	NA	NA
ADAM15	NA	NA	NA	NA	1.28663471105615	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MMRN2	NA	NA	NA	NA	1.28662951059073	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RND1	NA	NA	NA	NA	1.26885324091853	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JAM2	NA	NA	NA	NA	1.26203258020549	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RAMP3	NA	NA	NA	NA	1.2566424013826	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARL15	NA	NA	NA	NA	1.25152522751088	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SEMA3G	NA	NA	NA	NA	1.24068347251305	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MMRN1	NA	NA	NA	NA	1.23761213364094	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BGN	NA	NA	NA	NA	1.2364706323744	0	NA	NA	2.54205916873149	0	NA	NA	NA	NA	2.23735637240777	0	NA	NA	NA	NA	NA	NA	NA	NA
TIE1	NA	NA	NA	NA	1.23180148202064	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABL2	NA	NA	NA	NA	1.21972137924896	0	NA	NA	0.401708682863758	5.43255523229423e-86	0.960644443936197	0	NA	NA	0.288889186586909	7.05379613184558e-33	NA	NA	NA	NA	NA	NA	NA	NA
ID3	NA	NA	NA	NA	1.21943997908953	0	NA	NA	1.30962854422291	2.88398704483348e-248	NA	NA	NA	NA	1.26646990071417	2.04420888645049e-272	NA	NA	NA	NA	NA	NA	NA	NA
BCAM	NA	NA	NA	NA	1.21480537900834	0	NA	NA	NA	NA	NA	NA	NA	NA	1.19027605081381	0	NA	NA	NA	NA	NA	NA	NA	NA
